,code,name,cl,clname,gxsj
800,600819,耀皮玻璃,1,策略4----高于50(向上趋势中) d50,202007112220
802,000712,锦龙股份,1,策略4----高于50(向上趋势中) d50,202007112220
806,600693,东百集团,1,策略4----高于50(向上趋势中) d50,202007112220
809,002818,富森美,1,策略4----高于50(向上趋势中) d50,202007112220
811,002461,珠江啤酒,1,策略4----高于50(向上趋势中) d50,202007112220
816,603757,大元泵业,1,策略4----高于50(向上趋势中) d50,202007112220
818,300048,合康新能,1,策略4----高于50(向上趋势中) d50,202007112220
824,002486,嘉麟杰,1,策略4----高于50(向上趋势中) d50,202007112220
828,000039,中集集团,1,策略4----高于50(向上趋势中) d50,202007112220
829,002271,东方雨虹,1,策略4----高于50(向上趋势中) d50,202007112220
831,601117,中国化学,1,策略4----高于50(向上趋势中) d50,202007112220
832,300750,宁德时代,1,策略4----高于50(向上趋势中) d50,202007112220
834,002110,三钢闽光,1,策略4----高于50(向上趋势中) d50,202007112220
838,603118,共进股份,1,策略4----高于50(向上趋势中) d50,202007112220
840,601611,中国核建,1,策略4----高于50(向上趋势中) d50,202007112220
842,600803,新奥股份,1,策略4----高于50(向上趋势中) d50,202007112220
845,603789,星光农机,1,策略4----高于50(向上趋势中) d50,202007112220
847,000863,三湘印象,1,策略4----高于50(向上趋势中) d50,202007112220
855,000592,平潭发展,1,策略4----高于50(向上趋势中) d50,202007112220
862,300065,海兰信,1,策略4----高于50(向上趋势中) d50,202007112220
867,603806,福斯特,1,策略4----高于50(向上趋势中) d50,202007112220
869,600827,百联股份,1,策略4----高于50(向上趋势中) d50,202007112220
871,600395,盘江股份,1,策略4----高于50(向上趋势中) d50,202007112220
873,000800,一汽轿车,1,策略4----高于50(向上趋势中) d50,202007112220
881,002939,长城证券,1,策略4----高于50(向上趋势中) d50,202007112220
882,002582,好想你,1,策略4----高于50(向上趋势中) d50,202007112220
884,600731,湖南海利,1,策略4----高于50(向上趋势中) d50,202007112220
886,300210,森远股份,1,策略4----高于50(向上趋势中) d50,202007112220
888,002830,名雕股份,1,策略4----高于50(向上趋势中) d50,202007112220
891,300037,新宙邦,1,策略4----高于50(向上趋势中) d50,202007112220
894,000761,本钢板材,1,策略4----高于50(向上趋势中) d50,202007112220
895,000045,深纺织Ａ,1,策略4----高于50(向上趋势中) d50,202007112220
897,600853,龙建股份,1,策略4----高于50(向上趋势中) d50,202007112220
903,600403,大有能源,1,策略4----高于50(向上趋势中) d50,202007112220
905,000615,京汉股份,1,策略4----高于50(向上趋势中) d50,202007112220
907,000589,贵州轮胎,1,策略4----高于50(向上趋势中) d50,202007112220
909,000789,万年青,1,策略4----高于50(向上趋势中) d50,202007112220
911,600609,金杯汽车,1,策略4----高于50(向上趋势中) d50,202007112220
915,601718,际华集团,1,策略4----高于50(向上趋势中) d50,202007112220
917,603648,畅联股份,1,策略4----高于50(向上趋势中) d50,202007112220
922,002082,万邦德,1,策略4----高于50(向上趋势中) d50,202007112220
924,002510,天汽模,1,策略4----高于50(向上趋势中) d50,202007112220
927,000790,泰合健康,1,策略4----高于50(向上趋势中) d50,202007112220
931,000963,华东医药,1,策略4----高于50(向上趋势中) d50,202007112220
933,002294,信立泰,1,策略4----高于50(向上趋势中) d50,202007112220
935,000923,河钢资源,1,策略4----高于50(向上趋势中) d50,202007112220
937,603239,浙江仙通,1,策略4----高于50(向上趋势中) d50,202007112220
942,600376,首开股份,1,策略4----高于50(向上趋势中) d50,202007112220
943,603377,东方时尚,1,策略4----高于50(向上趋势中) d50,202007112220
951,300180,华峰超纤,1,策略4----高于50(向上趋势中) d50,202007112220
953,603858,步长制药,1,策略4----高于50(向上趋势中) d50,202007112220
957,300692,中环环保,1,策略4----高于50(向上趋势中) d50,202007112220
962,002833,弘亚数控,1,策略4----高于50(向上趋势中) d50,202007112220
963,002223,鱼跃医疗,1,策略4----高于50(向上趋势中) d50,202007112220
965,002216,三全食品,1,策略4----高于50(向上趋势中) d50,202007112220
968,300617,安靠智电,1,策略4----高于50(向上趋势中) d50,202007112220
972,603032,德新交运,1,策略4----高于50(向上趋势中) d50,202007112220
973,601666,平煤股份,1,策略4----高于50(向上趋势中) d50,202007112220
975,601500,通用股份,1,策略4----高于50(向上趋势中) d50,202007112220
977,600567,山鹰纸业,1,策略4----高于50(向上趋势中) d50,202007112220
978,600166,福田汽车,1,策略4----高于50(向上趋势中) d50,202007112220
980,600117,西宁特钢,1,策略4----高于50(向上趋势中) d50,202007112220
985,300600,瑞特股份,1,策略4----高于50(向上趋势中) d50,202007112220
989,300295,三六五网,1,策略4----高于50(向上趋势中) d50,202007112220
991,300266,兴源环境,1,策略4----高于50(向上趋势中) d50,202007112220
994,002653,海思科,1,策略4----高于50(向上趋势中) d50,202007112220
996,002401,中远海科,1,策略4----高于50(向上趋势中) d50,202007112220
1001,002164,宁波东力,1,策略4----高于50(向上趋势中) d50,202007112220
1003,002083,孚日股份,1,策略4----高于50(向上趋势中) d50,202007112220
1004,002011,盾安环境,1,策略4----高于50(向上趋势中) d50,202007112220
1007,000711,京蓝科技,1,策略4----高于50(向上趋势中) d50,202007112220
1011,000157,中联重科,1,策略4----高于50(向上趋势中) d50,202007112220
1013,000090,天健集团,1,策略4----高于50(向上趋势中) d50,202007112220
1016,300229,拓尔思,1,策略4----高于50(向上趋势中) d50,202007112220
1018,000860,顺鑫农业,1,策略4----高于50(向上趋势中) d50,202007112220
1021,603076,乐惠国际,1,策略4----高于50(向上趋势中) d50,202007112220
1024,600761,安徽合力,1,策略4----高于50(向上趋势中) d50,202007112220
1027,002106,莱宝高科,1,策略4----高于50(向上趋势中) d50,202007112220
1029,002434,万里扬,1,策略4----高于50(向上趋势中) d50,202007112220
1037,600326,西藏天路,1,策略4----高于50(向上趋势中) d50,202007112220
1039,600062,华润双鹤,1,策略4----高于50(向上趋势中) d50,202007112220
1041,603156,养元饮品,1,策略4----高于50(向上趋势中) d50,202007112220
1044,600098,广州发展,1,策略4----高于50(向上趋势中) d50,202007112220
1048,600999,招商证券,1,策略4----高于50(向上趋势中) d50,202007112220
1050,300340,科恒股份,1,策略4----高于50(向上趋势中) d50,202007112220
1052,000027,深圳能源,1,策略4----高于50(向上趋势中) d50,202007112220
1055,300066,三川智慧,1,策略4----高于50(向上趋势中) d50,202007112220
1057,600276,恒瑞医药,1,策略4----高于50(向上趋势中) d50,202007112220
1061,600963,岳阳林纸,1,策略4----高于50(向上趋势中) d50,202007112220
1064,601200,上海环境,1,策略4----高于50(向上趋势中) d50,202007112220
1066,603788,宁波高发,1,策略4----高于50(向上趋势中) d50,202007112220
1069,000932,华菱钢铁,1,策略4----高于50(向上趋势中) d50,202007112220
1070,603809,豪能股份,1,策略4----高于50(向上趋势中) d50,202007112220
1072,603960,克来机电,1,策略4----高于50(向上趋势中) d50,202007112220
1075,000883,湖北能源,1,策略4----高于50(向上趋势中) d50,202007112220
1077,601228,广州港,1,策略4----高于50(向上趋势中) d50,202007112220
1079,600519,贵州茅台,1,策略4----高于50(向上趋势中) d50,202007112220
1082,600048,保利地产,1,策略4----高于50(向上趋势中) d50,202007112220
1085,300405,科隆股份,1,策略4----高于50(向上趋势中) d50,202007112220
1087,600475,华光股份,1,策略4----高于50(向上趋势中) d50,202007112220
